0,0,name label thing,person agent thing,0.3333333333333333,0.3333333333333333,0.3333333333333333
0,1,person function activity,person function activity,1.0,1.0,1.0
0,2,place birth event societal event occurrence thing,populate place settlement region place spatial thing,0.2857142857142857,0.2857142857142857,0.2857142857142857
0,3,party membership organisation agent thing,agent thing,0.4,1.0,0.5714285714285715
0,4,electoral district populate place place thing,constituency populate place place thing,0.6666666666666666,0.8,0.7272727272727272
0,5,region populate place place thing,region populate place place thing,1.0,1.0,1.0
1,0,person agent,person agent thing,1.0,0.6666666666666666,0.8
1,1,person agent,person agent thing,1.0,0.6666666666666666,0.8
1,2,populate place place spatial thing,city settlement populate place place spatial thing,1.0,0.7142857142857143,0.8333333333333333
2,0,place populate place thing,lake body water natural place place thing,0.75,0.42857142857142855,0.5454545454545454
2,1,latitude property thing,latitude angle quantity physical quantity property thing,1.0,0.42857142857142855,0.6
2,2,longitude property thing,longitude angular measure measure quantity physical thing thing,0.6666666666666666,0.25,0.36363636363636365
2,3,diameter physical quantity quantity owl thing,physical quantity quantity measure owl thing,0.8333333333333334,0.8333333333333334,0.8333333333333334
2,4,place populate place location thing,lake body water natural place place spatial thing,0.6,0.375,0.4615384615384615
3,0,thing,person agent thing,1.0,0.3333333333333333,0.5
3,1,thing,person agent thing,1.0,0.3333333333333333,0.5
4,0,person agent thing,person agent thing,1.0,1.0,1.0
4,1,organisation agent,company organisation agent thing,1.0,0.5,0.6666666666666666
4,2,city settlement populate place place,city settlement populate place place spatial thing,1.0,0.7142857142857143,0.8333333333333333
5,0,online account agent thing,message document work thing,0.25,0.25,0.25
5,1,day week time period temporal entity abstract thing,time period periodical work thing,0.375,0.6,0.4615384615384615
5,2,month time period period time time interval thing,month time period period time time interval thing,1.0,1.0,1.0
5,3,day time period thing,date time period interval thing,0.75,0.6,0.6666666666666665
5,4,time day time thing,time period periodical literature work document physical thing thing,0.5,0.2222222222222222,0.30769230769230765
6,0,athlete person agent,person agent thing,0.6666666666666666,0.6666666666666666,0.6666666666666666
6,1,time period periodical literature work document write work work thing,educational institution organisation agent thing,0.1,0.2,0.13333333333333333
6,2,time period periodical work thing,year time period interval thing,0.6,0.6,0.6
6,3,position person function activity,athlete person agent system thing,0.25,0.2,0.22222222222222224
6,4,height quantity property,thing,0.0,0.0,0.0
6,6,field goals make athlete statistics statistics work thing,athlete person agent thing,0.25,0.5,0.3333333333333333
6,7,field goals attempt athlete statistics statistics work thing,athlete person agent thing,0.25,0.5,0.3333333333333333
6,8,field goal percentage basketball statistic sport statistic statistic quantity property,thing,0.0,0.0,0.0
6,9,three point field goals make basketball player stat athlete stat statistic work thing,basketball player stat athlete person agent thing,0.38461538461538464,0.7142857142857143,0.5
7,0,identifier work thing,document work creative work thing,0.6666666666666666,0.4,0.5
7,1,scientific discipline field study intellectual work work thing,keyword thing,0.125,0.5,0.2
8,0,company organisation agent,organisation societal system social system agent,0.6666666666666666,0.3333333333333333,0.4444444444444444
8,1,product physical thing thing,organisation societal system social system agent,0.0,0.0,0.0
9,0,time thing,date time period periodical work thing,1.0,0.3333333333333333,0.5
9,1,organisation agent,organisation agent social person person thing,1.0,0.3333333333333333,0.5
9,2,country populate place place thing,country code populate place place thing,1.0,0.8333333333333334,0.9090909090909091
9,3,industry economic sector concept,company organisation agent thing,0.0,0.0,0.0
9,4,industry economic sector sector concept,company organisation agent,0.0,0.0,0.0
9,5,cyber attack attack event work thing,security incident event societal event activity happen occurrence situation thing,0.3333333333333333,0.2,0.25
9,6,data compromise event work thing,work thing,0.4,1.0,0.5714285714285715
9,7,data leak event work thing,data type thing,0.4,0.6666666666666666,0.5
9,8,origin breach event work thing,place location,0.0,0.0,0.0
9,9,information carrier work thing,agent person organisation,0.0,0.0,0.0
10,0,work thing,work thing,1.0,1.0,1.0
10,1,band group agent thing,artist person agent,0.25,0.3333333333333333,0.28571428571428575
10,2,rat work thing,play count work creative work,0.3333333333333333,0.2,0.25
11,0,populate place place spatial thing,place populate place region administrative region country state,0.6,0.375,0.4615384615384615
11,1,quantity property,count person agent,0.0,0.0,0.0
11,2,quantity property,election result result event societal event work thing,0.0,0.0,0.0
11,3,population total property thing,population place populate place thing,0.5,0.4,0.4444444444444445
12,0,organisation agent,organisation agent,1.0,1.0,1.0
12,1,work thing,rat work product physical thing thing,1.0,0.3333333333333333,0.5
12,2,rat work thing,election result result event societal event work thing,0.6666666666666666,0.25,0.36363636363636365
13,0,subject thing,dive individual sport summer sport olympic sport sport activity,0.0,0.0,0.0
13,1,gender person social person agent,gender person social person agent social personality abstraction thing,1.0,0.5555555555555556,0.7142857142857143
13,2,athlete person agent,person agent thing,0.6666666666666666,0.6666666666666666,0.6666666666666666
13,3,work musical work work thing,year time period interval thing,0.2,0.2,0.20000000000000004
13,4,country populate place place spatial thing,place populate place settlement city architectural structure natural place mountain continent country island lake river sea stream region administrative region body water protect area forest religious build church cemetery monument statue historic place castle theatre museum stadium arena amusement park attraction mountain range volcano valley waterfall desert cave beach park garden route transportation road railway line railway tunnel bridge airport space shuttle land site spaceport port canal spacecraft land site spacecraft launch pad space station spacecraft space mission space probe planet planet mean mean thing,0.8333333333333334,0.058823529411764705,0.10989010989010989
13,5,depth physical quantity quantity property,record work product creative work thing,0.0,0.0,0.0
14,0,province region populate place place thing,place populate place city settlement spatial thing,0.6666666666666666,0.5714285714285714,0.6153846153846153
14,1,person function activity,person function activity,1.0,1.0,1.0
14,2,party membership organisation agent thing,party membership organisation agent thing,1.0,1.0,1.0
14,3,electoral district populate place place thing,constituency populate place place spatial thing,0.6666666666666666,0.6666666666666666,0.6666666666666666
15,0,organisation agent,university educational institution organisation agent,1.0,0.4,0.5714285714285715
15,1,year time period period time time interval temporal entity,year time period periodical work thing,0.4444444444444444,0.6666666666666666,0.5333333333333333
15,2,event work thing,crime societal event event happen occurrence situation thing,0.6666666666666666,0.25,0.36363636363636365
